StockNo,Date,Open,High,Low,Close,PriceDifference,RiseOrNot
2453,0105/9/20,11.35,11.4,11.2,11.4,0.2,1
2453,0105/9/21,11.3,11.75,11.3,11.6,0.2,1
2453,0105/9/22,11.7,11.75,11.55,11.7,0.1,1
2453,0105/9/23,11.7,11.8,11.55,11.65,-0.05,0
2453,0105/9/26,11.75,12.1,11.7,11.85,0.2,1
2453,0105/9/29,11.9,11.95,11.75,11.75,-0.1,0
2453,0105/9/30,11.75,11.85,11.65,11.85,0.1,1
2453,0105/10/6,11.8,11.8,11.65,11.7,-0.05,0
2453,0105/10/7,11.7,11.75,11.55,11.55,-0.15,0
2453,0105/10/11,11.6,11.6,11.2,11.2,-0.35,0
2453,0105/10/12,11.15,11.25,11.1,11.25,0.05,1
2453,0105/10/13,11.35,11.35,11.15,11.2,-0.05,0
2453,0105/10/14,11.2,11.2,10.9,10.95,-0.25,0
2453,0105/10/17,10.9,11,10.8,10.85,-0.1,0
2453,0105/10/18,11,11,10.85,10.85,0,0
2453,0105/10/19,11,11,10.85,10.9,0.05,1
2453,0105/10/20,11,11,10.9,10.95,0.05,1
2453,0105/10/21,11,11.05,10.95,10.95,0,0
2453,0105/10/24,11,11.05,10.9,10.95,0,0
2453,0105/10/25,11.05,11.1,10.9,10.9,-0.05,0
2453,0105/10/26,10.95,11,10.85,10.85,-0.05,0
2453,0105/10/27,10.95,10.95,10.85,10.9,0.05,1
2453,0105/10/28,10.85,10.85,10.8,10.8,-0.1,0
2453,0105/10/31,10.9,11,10.9,10.9,0.1,1
2453,0105/11/4,10.75,10.75,10.5,10.5,-0.15,0
2453,0105/11/7,10.55,10.55,10.45,10.5,0,0
2453,0105/11/8,10.5,10.5,10.45,10.45,-0.05,0
2453,0105/11/9,10.45,10.45,10,10.2,-0.25,0
2453,0105/11/10,10.4,10.4,10.3,10.35,0.15,1
2453,0105/11/11,10.25,10.35,10.2,10.25,-0.1,0
2453,0105/11/14,10.2,10.3,10.1,10.3,0.05,1
2453,0105/11/15,10.3,10.4,10.3,10.35,0.05,1
2453,0105/11/16,10.35,10.35,10.3,10.3,-0.05,0
2453,0105/11/17,10.3,10.5,10.3,10.3,0,0
2453,0105/11/18,10.45,10.5,10.4,10.4,0.1,1
2453,0105/11/21,10.5,10.65,10.5,10.55,0.15,1
2453,0105/11/22,10.6,10.6,10.55,10.6,0.05,1
2453,0105/11/23,10.6,10.6,10.5,10.5,-0.1,0
2453,0105/11/24,10.5,10.5,10.5,10.5,0,0
2453,0105/11/25,10.5,10.55,10.45,10.5,0,0
2453,0105/11/28,10.5,10.6,10.45,10.5,0,0
2453,0105/11/29,10.6,10.75,10.6,10.6,0.1,1
2453,0105/11/30,10.6,10.6,10.5,10.55,-0.05,0
2453,0105/12/6,10.55,10.65,10.55,10.55,0.05,1
2453,0105/12/7,10.55,10.6,10.5,10.55,0,0
2453,0105/12/8,10.65,10.7,10.55,10.55,0,0
2453,0105/12/9,10.55,10.75,10.55,10.7,0.15,1
2453,0105/12/12,10.6,10.7,10.5,10.5,-0.2,0
2453,0105/12/13,10.5,10.7,10.5,10.55,0.05,1
2453,0105/12/14,10.6,10.6,10.6,10.6,0.05,1
2453,0105/12/15,10.6,10.65,10.55,10.55,-0.05,0
2453,0105/12/16,10.55,10.7,10.55,10.6,0.05,1
2453,0105/12/19,10.7,10.7,10.55,10.6,0,0
2453,0105/12/20,10.65,10.7,10.55,10.55,-0.05,0
2453,0105/12/21,10.55,10.8,10.55,10.8,0.25,1
2453,0105/12/22,10.85,11.4,10.8,10.8,0,0
2453,0105/12/23,10.8,10.8,10.65,10.65,-0.15,0
2453,0105/12/26,10.65,10.65,10.5,10.6,-0.05,0
2453,0105/12/27,10.6,10.6,10.55,10.6,0,0
2453,0105/12/28,10.6,10.65,10.55,10.55,-0.05,0
2453,0105/12/29,10.55,10.6,10.55,10.55,0,0
2453,0105/12/30,10.65,10.7,10.55,10.6,0.05,1
2453,0106/1/6,10.8,11.15,10.8,10.8,0.1,1
2453,0106/1/9,10.85,10.85,10.7,10.7,-0.1,0
2453,0106/1/10,10.75,10.8,10.7,10.75,0.05,1
2453,0106/1/11,11.1,11.1,10.8,10.8,0.05,1
2453,0106/1/12,10.8,10.9,10.8,10.8,0,0
2453,0106/1/13,10.8,10.8,10.75,10.8,0,0
2453,0106/1/16,10.7,10.8,10.7,10.7,-0.1,0
2453,0106/1/17,10.75,10.95,10.7,10.8,0.1,1
2453,0106/1/18,10.9,10.9,10.85,10.85,0.05,1
2453,0106/1/19,10.85,11,10.85,10.9,0.05,1
2453,0106/1/20,10.95,11.1,10.9,10.9,0,0
2453,0106/1/23,10.95,11,10.9,10.9,0,0
2453,0106/1/24,10.95,10.95,10.85,10.95,0.05,1
2468,0103/1/7,11,11.6,11,11.5,0.5,1
2468,0103/1/8,11.5,11.7,11.35,11.35,-0.15,0
2468,0103/1/9,11.5,11.5,11.05,11.05,-0.3,0
2468,0103/1/10,11.25,11.35,11.05,11.25,0.2,1
2468,0103/1/13,11.45,12,11.35,12,0.75,1
2468,0103/1/14,12.25,12.75,12.1,12.7,0.7,1
2468,0103/1/15,12.65,12.65,12.3,12.45,-0.25,0
2468,0103/1/16,12.5,12.7,12.3,12.35,-0.1,0
2468,0103/1/17,12.4,13.15,12.35,12.55,0.2,1
2468,0103/1/20,12.6,12.65,12.4,12.4,-0.15,0
2468,0103/1/21,12.4,12.45,12,12.05,-0.35,0
2468,0103/1/22,12.1,12.25,12.1,12.1,0.05,1
2468,0103/1/23,12.1,12.1,11.8,11.8,-0.3,0
2468,0103/1/24,11.8,11.85,11.65,11.7,-0.1,0
2468,0103/1/27,11.55,11.7,11.35,11.35,-0.35,0
2468,0103/2/10,11.4,11.6,11.4,11.55,0,0
2468,0103/2/11,11.45,11.45,11.2,11.25,-0.3,0
2468,0103/2/12,11.3,11.45,11.3,11.35,0.1,1
2468,0103/2/13,11.35,11.6,11.3,11.4,0.05,1
2468,0103/2/14,11.45,11.6,11.4,11.5,0.1,1
2468,0103/2/17,11.6,11.7,11.35,11.45,-0.05,0
2468,0103/2/18,11.5,11.65,11.5,11.65,0.2,1
2468,0103/2/19,11.65,11.8,11.65,11.75,0.1,1
2468,0103/2/20,11.75,11.85,11.7,11.75,0,0
2468,0103/2/21,11.75,11.8,11.7,11.75,0,0
2468,0103/2/24,11.75,11.75,11.55,11.55,-0.2,0
2468,0103/2/25,11.6,11.7,11.55,11.55,0,0
2468,0103/2/26,11.6,11.75,11.5,11.6,0.05,1
2468,0103/2/27,11.6,12.1,11.6,11.9,0.3,1
2468,0103/3/6,12,12.4,12,12.2,0.25,1
2468,0103/3/7,12.2,12.45,11.9,11.9,-0.3,0
2468,0103/3/10,11.9,12.2,11.9,12,0.1,1
2468,0103/3/11,12.8,12.8,12.8,12.8,0.8,1
2468,0103/3/12,13.65,13.65,13.65,13.65,0.85,1
2468,0103/3/13,14.6,14.6,14.2,14.6,0.95,1
2468,0103/3/14,15,15.45,14.6,14.65,0.05,1
2468,0103/3/17,14.7,15.1,14.6,15.1,0.45,1
2468,0103/3/18,15.4,15.75,14.6,14.6,-0.5,0
2468,0103/3/19,14.6,14.75,14.1,14.2,-0.4,0
2468,0103/3/20,14.25,14.4,13.75,14.2,0,0
2468,0103/3/21,14.4,14.7,14,14.55,0.35,1
2468,0103/3/24,14.5,14.6,13.9,13.9,-0.65,0
2468,0103/3/25,13.9,14.25,13.85,14.1,0.2,1
2468,0103/3/26,14.6,15.05,13.95,15.05,0.95,1
2468,0103/3/27,15.05,16,14.5,16,0.95,1
2468,0103/3/28,16.05,16.4,15.5,16,0,0
2468,0103/3/31,16,17.05,15.5,16.85,0.85,1
2468,0103/4/7,16.7,16.7,16.05,16.05,-1.2,0
2468,0103/4/8,15.6,16.05,15.5,15.9,-0.15,0
2468,0103/4/9,16.1,16.15,15.6,15.7,-0.2,0
2468,0103/4/10,15.9,15.9,15.1,15.15,-0.55,0
2468,0103/4/11,14.85,15.1,14.25,14.6,-0.55,0
2468,0103/4/14,15.1,15.6,15,15.6,1,1
2468,0103/4/15,16,16,15.4,15.8,0.2,1
2468,0103/4/16,15.7,15.85,15.6,15.85,0.05,1
2468,0103/4/17,16,16.55,15.9,16.1,0.25,1
2468,0103/4/18,16.05,16.1,15.7,15.7,-0.4,0
2468,0103/4/21,15.5,15.55,15.2,15.2,-0.5,0
2468,0103/4/22,15.4,15.9,15.25,15.6,0.4,1
2468,0103/4/23,15.9,15.9,15.2,15.35,-0.25,0
2468,0103/4/24,15.2,15.35,14.9,14.95,-0.4,0
2468,0103/4/25,15,15,13.95,14,-0.95,0
2468,0103/4/28,13.5,13.75,13.1,13.55,-0.45,0
2468,0103/4/29,13.55,14.1,13.55,13.9,0.35,1
2468,0103/4/30,14,14.3,13.6,13.65,-0.25,0
2468,0103/5/7,13.7,13.7,13.55,13.6,-0.15,0
2468,0103/5/8,13.7,14.55,13.7,14.55,0.95,1
2468,0103/5/9,14.7,14.8,14.1,14.15,-0.4,0
2468,0103/5/12,13.45,13.5,13.2,13.3,-0.85,0
2468,0103/5/13,13.4,13.45,12.9,12.95,-0.35,0
2468,0103/5/14,12.95,13.15,12.7,12.7,-0.25,0
2468,0103/5/15,12.7,13,12.7,12.9,0.2,1
2468,0103/5/16,12.8,13.8,12.7,13.8,0.9,1
2468,0103/5/19,13.6,14.15,13.6,13.95,0.15,1
2468,0103/5/20,13.95,14.9,13.8,14.9,0.95,1
2468,0103/5/21,14.9,14.95,14.25,14.5,-0.4,0
2468,0103/5/22,14.5,15.5,14.5,15,0.5,1
2468,0103/5/23,15,15.8,14.95,15,0,0
2468,0103/5/26,15,15.8,15,15,0,0
2468,0103/5/27,15,15.55,15,15.2,0.2,1
2468,0103/5/28,15.25,15.4,15.1,15.2,0,0
2468,0103/5/29,15.2,15.4,15,15,-0.2,0
2468,0103/5/30,15,15.35,14.9,15,0,0
2468,0103/6/6,15.3,15.5,15.2,15.25,0,0
2468,0103/6/9,15.4,15.4,15.2,15.3,0.05,1
2468,0103/6/10,15.4,15.4,15.25,15.3,0,0
2468,0103/6/11,15.35,15.75,15.2,15.5,0.2,1
2468,0103/6/12,15.5,15.5,15.15,15.4,-0.1,0
2468,0103/6/13,15.4,15.4,15.2,15.3,-0.1,0
2468,0103/6/16,15.3,15.4,15.15,15.2,-0.1,0
2468,0103/6/17,15.2,15.7,15.2,15.6,0.4,1
2468,0103/6/18,15.6,15.8,15.35,15.7,0.1,1
2468,0103/6/19,15.7,15.8,15.5,15.7,0,0
2468,0103/6/20,15.7,15.9,15.5,15.8,0.1,1
2468,0103/6/23,15.8,15.85,15,15.5,-0.3,0
2468,0103/6/24,15.45,15.5,15.05,15.05,-0.45,0
2468,0103/6/25,15.05,15.05,14.7,14.75,-0.3,0
2468,0103/6/26,14.75,15.3,14.75,15.2,0.45,1
2468,0103/6/27,15.2,15.25,14.95,14.95,-0.25,0
2468,0103/6/30,15,15.7,14.9,15.7,0.75,1
2468,0103/7/4,15.5,15.6,15.35,15.5,0,0
2468,0103/7/7,15.35,15.5,15.3,15.3,-0.2,0
2468,0103/7/8,15.3,15.3,15.05,15.3,0,0
2468,0103/7/9,15.1,15.2,15,15,-0.3,0
2468,0103/7/10,14.95,15.3,14.95,15.25,0.25,1
2468,0103/7/11,15,15.6,15,15.5,0.25,1
2468,0103/7/14,15.2,15.3,15,15.15,X0.00,1
2468,0103/7/15,15.15,15.4,15.05,15.2,0.05,1
2468,0103/7/16,15.2,15.7,15.05,15.55,0.35,1
2468,0103/7/17,15.55,16.6,15.55,16.6,1.05,1
2468,0103/7/18,16.45,17.2,16.2,16.7,0.1,1
2468,0103/7/21,16.8,16.95,16.25,16.5,-0.2,0
2468,0103/7/22,16.5,17.55,16.4,17,0.5,1
2468,0103/7/24,17,17.2,16.6,16.95,-0.05,0
2468,0103/7/25,17,17.1,16.45,16.8,-0.15,0
2468,0103/7/28,16.95,17,16.15,17,0.2,1
2468,0103/7/29,17,17,16,16.95,-0.05,0
2468,0103/7/30,16.9,16.9,16.55,16.55,-0.4,0
2468,0103/7/31,16.65,16.65,16.25,16.3,-0.25,0
2468,0103/8/6,16.15,16.35,15.05,15.1,-1.05,0
2468,0103/8/7,15.1,15.75,15.1,15.5,0.4,1
2468,0103/8/8,15.45,15.45,15,15.1,-0.4,0
2468,0103/8/11,15.2,15.2,14.4,14.4,-0.7,0
2468,0103/8/12,14.4,14.65,14.35,14.35,-0.05,0
2468,0103/8/13,14.4,14.5,14.35,14.4,0.05,1
2468,0103/8/14,14.4,14.5,13.7,13.85,-0.55,0
2468,0103/8/15,13.75,14.05,13.2,13.55,-0.3,0
2468,0103/8/18,13.55,13.65,12.65,12.65,-0.9,0
2468,0103/8/19,12.65,12.9,12.6,12.7,0.05,1
2468,0103/8/20,12.8,12.9,12.5,12.8,0.1,1
2468,0103/8/21,12.8,12.8,12.55,12.75,-0.05,0
2468,0103/8/22,12.85,13.6,12.7,13.6,0.85,1
2468,0103/8/25,13.5,13.8,13.1,13.5,-0.1,0
2468,0103/8/26,13.45,13.7,13.4,13.6,0.1,1
2468,0103/8/27,13.65,14.35,13.35,14.35,0.75,1
2468,0103/8/28,14.4,14.55,14.15,14.35,0,0
2468,0103/8/29,14.35,14.35,14.1,14.15,-0.2,0
2468,0103/9/4,13,13.4,12.95,13.4,0.35,1
2468,0103/9/5,13.4,13.5,13.2,13.5,0.1,1
2468,0103/9/9,13.5,13.7,13.35,13.55,0.05,1
2468,0103/9/10,13.4,13.5,13.3,13.35,-0.2,0
2468,0103/9/11,13.7,13.9,13.6,13.7,0.35,1
2468,0103/9/12,13.8,13.8,13.15,13.15,-0.55,0
2468,0103/9/15,13.15,13.35,13,13.25,0.1,1
2468,0103/9/16,13.35,13.4,13.1,13.25,0,0
2468,0103/9/17,13.25,13.45,13,13,-0.25,0
2468,0103/9/18,13.15,13.3,13,13.15,0.15,1
2468,0103/9/19,13.2,13.35,13.15,13.3,0.15,1
2468,0103/9/22,13.25,13.25,13.05,13.05,-0.25,0
2468,0103/9/23,13.05,13.35,13,13.15,0.1,1
2468,0103/9/24,13.15,13.3,13.05,13.05,-0.1,0
2468,0103/9/25,13.1,13.3,12.9,12.9,-0.15,0
2468,0103/9/26,12.9,13.25,12.8,13.15,0.25,1
2468,0103/9/29,13.15,13.35,13.1,13.3,0.15,1
2468,0103/9/30,13.2,13.3,13,13.2,-0.1,0
2468,0103/10/6,13.6,13.7,13.4,13.45,-0.05,0
2468,0103/10/7,13.3,13.5,13.2,13.3,-0.15,0
2468,0103/10/8,13.3,13.45,13.3,13.35,0.05,1
2468,0103/10/9,13.4,13.5,13.05,13.2,-0.15,0
2468,0103/10/13,13,13,12.3,12.3,-0.9,0
2468,0103/10/14,12.25,12.6,12.2,12.35,0.05,1
2468,0103/10/15,12.3,12.3,11.85,12.3,-0.05,0
2468,0103/10/16,12.15,13.15,11.5,13.15,0.85,1
2468,0103/10/17,13.35,13.35,12.5,12.95,-0.2,0
2468,0103/10/20,13.2,13.35,13.05,13.2,0.25,1
2468,0103/10/21,13.2,13.25,12.85,13.2,0,0
2468,0103/10/22,13.2,13.35,13.1,13.25,0.05,1
2468,0103/10/23,13.2,13.2,12.85,12.85,-0.4,0
2468,0103/10/24,12.85,13,12.5,12.5,-0.35,0
2468,0103/10/27,12.5,12.5,12,12,-0.5,0
2468,0103/10/28,11.9,12.35,11.9,12.3,0.3,1
2468,0103/10/29,12.4,12.55,12.3,12.45,0.15,1
2468,0103/10/30,12.45,13.25,12.45,13.2,0.75,1
2468,0103/10/31,13.2,13.5,13,13.25,0.05,1
2468,0103/11/6,13,13.1,12.8,12.8,-0.1,0
2468,0103/11/7,12.85,13,12.8,12.9,0.1,1
2468,0103/11/10,13.15,13.15,12.95,13,0.1,1
2468,0103/11/11,13,13.15,12.9,12.95,-0.05,0
2468,0103/11/12,12.85,12.9,12.3,12.7,-0.25,0
2468,0103/11/13,12.7,13.05,12.7,12.85,0.15,1
2468,0103/11/14,12.8,12.8,12.7,12.75,-0.1,0
2468,0103/11/17,12.6,12.8,12.4,12.4,-0.35,0
2468,0103/11/18,12.5,12.55,12.3,12.3,-0.1,0
2468,0103/11/19,12.4,12.7,12.35,12.5,0.2,1
2468,0103/11/20,12.5,12.65,12.45,12.6,0.1,1
2468,0103/11/21,12.6,12.75,12.6,12.6,0,0
2468,0103/11/24,12.5,12.55,12.5,12.55,-0.05,0
2468,0103/11/25,12.6,13,12.5,12.65,0.1,1
2468,0103/11/26,12.7,12.7,12.6,12.6,-0.05,0
2468,0103/11/27,12.6,12.75,12.6,12.7,0.1,1
2468,0103/11/28,12.6,12.6,12.4,12.55,-0.15,0
2468,0103/12/4,12.8,12.8,12.65,12.75,0.1,1
2468,0103/12/5,12.7,12.85,12.65,12.85,0.1,1
2468,0103/12/8,12.9,12.9,12.7,12.8,-0.05,0
2468,0103/12/9,12.65,12.7,12.55,12.7,-0.1,0
2468,0103/12/10,12.85,12.85,12.55,12.6,-0.1,0
2468,0103/12/11,12.5,12.55,12.2,12.55,-0.05,0
2468,0103/12/12,12.5,12.65,12.45,12.6,0.05,1
2468,0103/12/15,12.55,12.6,12.2,12.6,0,0
2468,0103/12/16,12.65,12.75,12.4,12.45,-0.15,0
2468,0103/12/17,12.45,12.75,12.35,12.35,-0.1,0
2468,0103/12/18,12.5,12.55,12.4,12.4,0.05,1
2468,0103/12/19,12.5,12.6,12.25,12.25,-0.15,0
2468,0103/12/22,12.35,12.7,12.25,12.6,0.35,1
2468,0103/12/23,12.6,12.7,12.45,12.7,0.1,1
2468,0103/12/24,12.7,12.85,12.5,12.55,-0.15,0
2468,0103/12/25,12.6,12.9,12.6,12.75,0.2,1
2468,0103/12/26,12.8,12.85,12.6,12.6,-0.15,0
2468,0103/12/27,12.7,13.1,12.7,12.9,0.3,1
2468,0103/12/29,13,13.25,12.6,12.7,-0.2,0
2468,0103/12/30,12.75,12.9,12.6,12.8,0.1,1
2468,0103/12/31,12.9,12.95,12.75,12.8,0,0
2468,0104/1/8,13.1,13.15,12.85,12.85,-0.15,0
2468,0104/1/8,13.1,13.15,12.85,12.85,-0.15,0
2468,0104/1/9,12.95,12.95,12.75,12.9,0.05,1
2468,0104/1/9,12.95,12.95,12.75,12.9,0.05,1
2468,0104/1/12,12.9,13.15,12.9,13,0.1,1
2468,0104/1/12,12.9,13.15,12.9,13,0.1,1
2468,0104/1/13,13.15,13.3,12.95,12.95,-0.05,0
2468,0104/1/13,13.15,13.3,12.95,12.95,-0.05,0
2468,0104/1/14,13.05,13.05,12.85,13,0.05,1
2468,0104/1/14,13.05,13.05,12.85,13,0.05,1
2468,0104/1/15,13,13.1,12.95,13.05,0.05,1
2468,0104/1/15,13,13.1,12.95,13.05,0.05,1
2468,0104/1/16,13.05,13.05,12.9,13,-0.05,0
2468,0104/1/16,13.05,13.05,12.9,13,-0.05,0
2468,0104/1/19,13.1,13.1,12.9,13,0,0
2468,0104/1/19,13.1,13.1,12.9,13,0,0
2468,0104/1/20,13,13.25,13,13.15,0.15,1
2468,0104/1/20,13,13.25,13,13.15,0.15,1
2468,0104/1/21,13.2,13.85,13.15,13.6,0.45,1
2468,0104/1/21,13.2,13.85,13.15,13.6,0.45,1
2468,0104/1/22,13.6,13.8,13.4,13.55,-0.05,0
2468,0104/1/22,13.6,13.8,13.4,13.55,-0.05,0
2468,0104/1/23,13.55,13.7,13.5,13.55,0,0
2468,0104/1/23,13.55,13.7,13.5,13.55,0,0
2468,0104/1/26,13.55,13.6,13.45,13.6,0.05,1
2468,0104/1/26,13.55,13.6,13.45,13.6,0.05,1
2468,0104/1/27,13.6,13.9,13.6,13.6,0,0
2468,0104/1/27,13.6,13.9,13.6,13.6,0,0
2468,0104/1/28,13.55,13.65,13.5,13.65,0.05,1
2468,0104/1/28,13.55,13.65,13.5,13.65,0.05,1
2468,0104/1/29,13.65,13.65,13.2,13.4,-0.25,0
2468,0104/1/29,13.65,13.65,13.2,13.4,-0.25,0
2468,0104/1/30,13.4,13.5,13.35,13.45,0.05,1
2468,0104/1/30,13.4,13.5,13.35,13.45,0.05,1
2468,0104/2/5,13.4,13.4,13.2,13.25,-0.15,0
2468,0104/2/6,13.2,13.3,13.2,13.25,0,0
2468,0104/2/9,13.4,13.4,13.2,13.25,0,0
2468,0104/2/10,13.35,13.35,13.15,13.15,-0.1,0
2468,0104/2/11,13.15,13.2,12.65,12.7,-0.45,0
2468,0104/2/12,12.7,12.9,12.7,12.85,0.15,1
2468,0104/2/13,12.8,12.85,12.7,12.75,-0.1,0
2468,0104/2/24,12.95,13,12.7,12.75,0,0
2468,0104/2/25,12.75,12.8,12.65,12.8,0.05,1
2468,0104/2/26,12.8,12.95,12.8,12.9,0.1,1
2468,0104/3/5,12.85,13,12.75,12.9,0.05,1
2468,0104/3/6,12.9,13,12.8,13,0.1,1
2468,0104/3/9,13,13.2,12.95,13.2,0.2,1
2468,0104/3/10,13.2,13.3,12.9,13.25,0.05,1
2468,0104/3/11,13.15,13.15,12.85,12.95,-0.3,0
2468,0104/3/12,13.05,13.1,12.85,12.95,0,0
2468,0104/3/13,12.95,12.95,12.85,12.95,0,0
2468,0104/3/16,13,13.1,12.85,13,0.05,1
2468,0104/3/17,13.1,13.1,12.8,12.9,-0.1,0
2468,0104/3/18,12.9,13,12.8,12.8,-0.1,0
2468,0104/3/19,12.85,13,12.8,12.8,0,0
2468,0104/3/20,12.9,13.1,12.8,12.85,0.05,1
2468,0104/3/23,12.95,13,12.8,12.85,0,0
2468,0104/3/24,12.85,12.9,12.7,12.75,-0.1,0
2468,0104/3/25,12.75,12.85,12.65,12.7,-0.05,0
2468,0104/3/26,12.6,12.85,12.6,12.85,0.15,1
2468,0104/3/27,12.85,12.95,12.8,12.9,0.05,1
2468,0104/3/30,12.95,12.95,12.6,12.6,-0.3,0
2468,0104/3/31,12.65,12.75,12.6,12.6,0,0
2468,0104/4/8,12.85,12.95,12.8,12.9,0,0
2468,0104/4/9,12.9,13.05,12.85,12.85,-0.05,0
2468,0104/4/10,12.95,13,12.55,12.8,-0.05,0
2468,0104/4/13,12.7,12.95,12.7,12.95,0.15,1
2468,0104/4/14,12.9,12.95,12.8,12.8,-0.15,0
2468,0104/4/15,12.8,12.9,12.7,12.9,0.1,1
2468,0104/4/16,12.9,12.9,12.8,12.8,-0.1,0
2468,0104/4/17,12.85,12.85,12.75,12.75,-0.05,0
2468,0104/4/20,12.8,12.9,12.65,12.65,-0.1,0
2468,0104/4/21,12.65,12.65,12.5,12.55,-0.1,0
2468,0104/4/22,12.65,12.75,12.55,12.55,0,0
2468,0104/4/23,12.6,12.7,12.5,12.55,0,0
2468,0104/4/24,12.6,12.8,12.6,12.65,0.1,1
2468,0104/4/27,12.65,12.8,12.65,12.65,0,0
2468,0104/4/28,12.75,12.75,12.5,12.6,-0.05,0
2468,0104/4/29,12.6,12.7,12.55,12.55,-0.05,0
2468,0104/4/30,12.6,12.7,12.45,12.65,0.1,1
2468,0104/5/7,12.6,12.65,12.5,12.6,-0.05,0
2468,0104/5/8,12.6,12.65,12.4,12.5,-0.1,0
2468,0104/5/11,12.55,12.55,12,12.1,-0.4,0
2468,0104/5/12,12.05,12.4,12.05,12.15,0.05,1
2468,0104/5/13,12.1,12.45,12.1,12.15,0,0
2468,0104/5/14,12.15,12.15,12,12,-0.15,0
2468,0104/5/15,12,12.1,11.8,11.85,-0.15,0
2468,0104/5/18,11.9,11.9,11.45,11.7,-0.15,0
2468,0104/5/19,11.85,11.85,11.45,11.7,0,0
2468,0104/5/20,11.55,12,11.5,12,0.3,1
2468,0104/5/21,11.65,11.85,11.6,11.6,-0.4,0
2468,0104/5/22,11.7,11.75,11.6,11.6,0,0
2468,0104/5/25,11.55,11.6,11.5,11.55,-0.05,0
2468,0104/5/26,11.6,11.6,11.5,11.5,-0.05,0
2468,0104/5/27,11.5,11.7,11.4,11.5,0,0
2468,0104/5/28,11.65,11.7,11.65,11.65,0.15,1
2468,0104/5/29,11.75,11.75,11.4,11.7,0.05,1
2468,0104/6/4,11.5,11.7,11.45,11.7,0,0
2468,0104/6/5,11.55,11.65,11.35,11.65,-0.05,0
2468,0104/6/8,11.5,11.55,11.4,11.45,-0.2,0
2468,0104/6/9,11.45,11.5,10.55,11,-0.45,0
2468,0104/6/10,10.8,11,10.75,11,0,0
2468,0104/6/11,11,11,10.75,10.9,-0.1,0
2468,0104/6/12,10.7,10.85,10.45,10.65,-0.25,0
2468,0104/6/15,10.65,10.7,10.6,10.7,0.05,1
2468,0104/6/16,10.6,10.9,10.6,10.9,0.2,1
2468,0104/6/17,10.65,10.85,10.6,10.8,-0.1,0
2468,0104/6/18,10.7,10.8,10.7,10.75,-0.05,0
2468,0104/6/22,10.8,11.35,10.7,11.15,0.4,1
2468,0104/6/23,11.3,11.4,11.2,11.35,0.2,1
2468,0104/6/24,11.25,11.35,11,11,-0.35,0
2468,0104/6/25,11,11.15,11,11.15,0.15,1
2468,0104/6/26,11.15,11.15,11.05,11.15,0,0
2468,0104/6/29,11,11.2,10.8,11.15,0,0
2468,0104/6/30,11,11.2,11,11.2,0.05,1
2468,0104/7/6,10.9,10.9,10.9,10.9,-0.15,0
2468,0104/7/7,10.95,11,10.95,10.95,0.05,1
2468,0104/7/8,11,11,10.35,10.65,-0.3,0
2468,0104/7/9,10.65,10.65,10.35,10.6,-0.05,0
2468,0104/7/13,10.85,11.05,10.85,10.9,0.3,1
2468,0104/7/14,10.75,11,10.75,10.85,-0.05,0
2468,0104/7/15,10.8,10.8,10.5,10.75,-0.1,0
2468,0104/7/16,10.7,10.9,10.5,10.6,-0.15,0
2468,0104/7/17,10.6,11.65,10.55,11.65,1.05,1
2468,0104/7/20,11.7,12.05,11.65,12,0.35,1
2468,0104/7/21,11.5,11.85,11.25,11.5,X0.00,1
2468,0104/7/22,11.3,11.6,10.7,11.15,-0.35,0
2468,0104/7/23,11,11.15,10.45,10.7,-0.45,0
2468,0104/7/24,10.6,10.85,10.6,10.85,0.15,1
2468,0104/7/27,10.75,10.8,10.15,10.3,-0.55,0
2468,0104/7/28,10.2,10.6,10.1,10.5,0.2,1
2468,0104/7/29,10.6,10.6,10.35,10.4,-0.1,0
2468,0104/7/30,10.3,10.6,10.3,10.45,0.05,1
2468,0104/7/31,10.45,10.45,10.3,10.35,-0.1,0
2468,0104/8/6,10.2,10.55,10.2,10.25,-0.15,0
2468,0104/8/7,10.2,11.25,10.15,11.25,1,1
2468,0104/8/10,11.35,11.35,11,11.05,-0.2,0
2468,0104/8/11,11.1,11.35,10.9,11,-0.05,0
2468,0104/8/12,11,11.15,11,11.05,0.05,1
2468,0104/8/13,11,11.05,10.85,10.95,-0.1,0
2468,0104/8/14,10.95,11.05,10.9,11,0.05,1
2468,0104/8/17,11.1,11.2,10.75,11,0,0
2468,0104/8/18,11,11.1,11,11.05,0.05,1
2468,0104/8/19,11,11,10.5,10.8,-0.25,0
2468,0104/8/20,10.8,10.9,10.75,10.9,0.1,1
2468,0104/8/21,10.65,10.9,10.35,10.55,-0.35,0
2468,0104/8/24,10.45,10.45,9.6,9.98,-0.57,0
2468,0104/8/25,8.99,9.89,8.99,9.61,-0.37,0
2468,0104/8/26,9.58,9.83,9.4,9.75,0.14,1
2468,0104/8/27,9.75,10.6,9.75,10,0.25,1
2468,0104/8/28,10.05,10.25,10,10.2,0.2,1
2468,0104/8/31,10.3,10.3,10.15,10.15,-0.05,0
2468,0104/9/4,10.1,10.1,9.93,9.99,-0.11,0
2468,0104/9/7,9.98,10.15,9.98,10.1,0.11,1
2468,0104/9/8,10.15,10.35,10.05,10.1,0,0
2468,0104/9/9,10.15,10.2,10.1,10.1,0,0
2468,0104/9/10,10,10.15,9.96,10,-0.1,0
